source,target,value
Materials Engineering - Composites,Mathematical Analysis,1
Materials Engineering - Composites,Mathematical Biology,1
Materials Engineering - Composites,Medical Imaging (inc medical image and vision computing),2
Materials Engineering - Composites,Microelectronics Device Technology,2
Materials Engineering - Composites,Microsystems,2
Materials Engineering - Composites,Nuclear Fission,1
Materials Engineering - Composites,Operational Research,1
Materials Engineering - Composites,Optical Devices and Subsystems,1
Materials Engineering - Composites,Optoelectronic Devices and Circuits,3
Materials Engineering - Composites,Particle Technology,2
Materials Engineering - Composites,Performance and Inspection of Mechanical Structures and Systems,10
Materials Engineering - Composites,Photonic Materials and Metamaterials,4
Materials Engineering - Composites,Polymer Materials,11
Materials Engineering - Composites,Process Systems: Components and Integration,1
Materials Engineering - Composites,Resource Efficiency,2
Materials Engineering - Composites,Robotics,1
Materials Engineering - Composites,Sensors and Instrumentation,2
Materials Engineering - Composites,Spintronics,1
Materials Engineering - Composites,Structural Engineering,1
Materials Engineering - Composites,Superconductivity,1
Materials Engineering - Composites,Surface Science,1
Materials Engineering - Composites,Synthetic Biology,2
Materials Engineering - Metals & Alloys,Materials For Energy Applications,6
Materials Engineering - Metals & Alloys,Microelectronics Device Technology,1
Materials Engineering - Metals & Alloys,Microsystems,1
Materials Engineering - Metals & Alloys,Non-Linear Systems,1
Materials Engineering - Metals & Alloys,Nuclear Fission,2
Materials Engineering - Metals & Alloys,Operational Research,1
Materials Engineering - Metals & Alloys,Optical Devices and Subsystems,1
Materials Engineering - Metals & Alloys,Particle Technology,2
Materials Engineering - Metals & Alloys,Performance and Inspection of Mechanical Structures and Systems,12
Materials Engineering - Metals & Alloys,Photonic Materials and Metamaterials,2
Materials Engineering - Metals & Alloys,Polymer Materials,2
Materials Engineering - Metals & Alloys,Process Systems: Components and Integration,1
Materials Engineering - Metals & Alloys,Resource Efficiency,2
Materials Engineering - Metals & Alloys,Robotics,1
Materials Engineering - Metals & Alloys,Sensors and Instrumentation,2
Materials Engineering - Metals & Alloys,Superconductivity,2
Materials Engineering - Metals & Alloys,Surface Science,2
Materials Engineering - Metals & Alloys,Transportation Operations and Management,3
Materials For Energy Applications,Mathematical Physics,1
Materials For Energy Applications,Microelectronics Device Technology,5
Materials For Energy Applications,Microsystems,1
Materials For Energy Applications,Non CMOS Device Technology,1
Materials For Energy Applications,Nuclear Fission,3
Materials For Energy Applications,Optical Devices and Subsystems,2
Materials For Energy Applications,Optoelectronic Devices and Circuits,7
Materials For Energy Applications,Performance and Inspection of Mechanical Structures and Systems,4
Materials For Energy Applications,Photonic Materials and Metamaterials,16
Materials For Energy Applications,Polymer Materials,17
Materials For Energy Applications,Process Systems: Components and Integration,2
Materials For Energy Applications,Programming Languages and Compilers,1
Materials For Energy Applications,Quantum Fluids and Solids,1
Materials For Energy Applications,Resource Efficiency,1
Materials For Energy Applications,Sensors and Instrumentation,1
Materials For Energy Applications,Solar Technology,4
Materials For Energy Applications,Spintronics,3
Materials For Energy Applications,Structural Engineering,1
Materials For Energy Applications,Superconductivity,5
Materials For Energy Applications,Surface Science,4
Materials For Energy Applications,Synthetic Coordination Chemistry,1
Materials For Energy Applications,Synthetic Organic Chemistry,1
Materials For Energy Applications,Synthetic Supramolecular Chemistry,2
Materials For Energy Applications,Whole Energy Systems,1
Materials For Energy Applications,Wind Power,1
Mathematical Analysis,Mathematical Aspects of Operational Research,2
Mathematical Analysis,Mathematical Biology,5
Mathematical Analysis,Mathematical Physics,15
Mathematical Analysis,Maths of Computing,1
Mathematical Analysis,Medical Imaging (inc medical image and vision computing),1
Mathematical Analysis,Non-Linear Systems,21
Mathematical Analysis,Number Theory,9
Mathematical Analysis,Numerical Analysis,24
Mathematical Analysis,Operational Research,3
Mathematical Analysis,Photonic Materials and Metamaterials,1
Mathematical Analysis,Quantum Optics and Information,1
Mathematical Analysis,Statistics and Applied Probability,22
Mathematical Analysis,Theory of Computation,1
Mathematical Aspects of Operational Research,Mathematical Physics,2
Mathematical Aspects of Operational Research,Maths of Computing,4
Mathematical Aspects of Operational Research,Non-Linear Systems,2
Mathematical Aspects of Operational Research,Number Theory,2
Mathematical Aspects of Operational Research,Numerical Analysis,3
Mathematical Aspects of Operational Research,Operational Research,11
Mathematical Aspects of Operational Research,Process Systems: Components and Integration,2
Mathematical Aspects of Operational Research,Software Engineering,1
Mathematical Aspects of Operational Research,Statistics and Applied Probability,6
Mathematical Aspects of Operational Research,Theory of Computation,4
Mathematical Aspects of Operational Research,Transportation Operations and Management,1
Mathematical Biology,Mathematical Physics,3
Mathematical Biology,Medical Imaging (inc medical image and vision computing),5
Mathematical Biology,Non-Linear Systems,8
Mathematical Biology,Number Theory,3
Mathematical Biology,Numerical Analysis,9
Mathematical Biology,Operational Research,2
Mathematical Biology,Optical Communications,1
Mathematical Biology,Photonic Materials and Metamaterials,1
Mathematical Biology,Statistics and Applied Probability,8
Mathematical Biology,Surface Science,1
Mathematical Biology,Synthetic Organic Chemistry,1
Mathematical Biology,Water Engineering,1
Mathematical Physics,Non-Linear Systems,8
Mathematical Physics,Number Theory,12
Mathematical Physics,Numerical Analysis,9
Mathematical Physics,Operational Research,3
Mathematical Physics,Programming Languages and Compilers,1
Mathematical Physics,Quantum Fluids and Solids,1
Mathematical Physics,Quantum Optics and Information,2
Mathematical Physics,Statistics and Applied Probability,7
Mathematical Physics,Surface Science,1
Maths of Computing,Non-Linear Systems,1
Maths of Computing,Numerical Analysis,1
Maths of Computing,Operational Research,4
Maths of Computing,Optical Devices and Subsystems,1
Maths of Computing,Optoelectronic Devices and Circuits,1
Maths of Computing,Pervasive and Ubiquitous Computing,4
Maths of Computing,Programming Languages and Compilers,4
Maths of Computing,Quantum Devices, Components and Systems,1
Maths of Computing,Quantum Optics and Information,1
Maths of Computing,RF & MW Communications,2
Maths of Computing,Sensors and Instrumentation,1
Maths of Computing,Software Engineering,5
Maths of Computing,Statistics and Applied Probability,2
Maths of Computing,Superconductivity,1
Maths of Computing,Theory of Computation,18
Maths of Computing,Verification and Correctness,10
Medical Imaging (inc medical image and vision computing),Microsystems,1
Medical Imaging (inc medical image and vision computing),Numerical Analysis,3
Medical Imaging (inc medical image and vision computing),Optical Devices and Subsystems,2
Medical Imaging (inc medical image and vision computing),Polymer Materials,2
Medical Imaging (inc medical image and vision computing),Process Systems: Components and Integration,1
Medical Imaging (inc medical image and vision computing),Robotics,5
Medical Imaging (inc medical image and vision computing),Sensors and Instrumentation,1
Medical Imaging (inc medical image and vision computing),Statistics and Applied Probability,2
Medical Imaging (inc medical image and vision computing),Synthetic Organic Chemistry,3
Medical Imaging (inc medical image and vision computing),Water Engineering,1
Microelectronics Design,Microelectronics Device Technology,6
Microelectronics Design,Microsystems,1
Microelectronics Design,Music and Acoustic Technology,1
Microelectronics Design,Non-Linear Systems,1
Microelectronics Design,Optical Communications,1
Microelectronics Design,Optical Devices and Subsystems,1
Microelectronics Design,Optoelectronic Devices and Circuits,2
Microelectronics Design,Pervasive and Ubiquitous Computing,1
Microelectronics Design,Programming Languages and Compilers,2
Microelectronics Design,RF & Microwave Devices,6
Microelectronics Design,RF & MW Communications,2
Microelectronics Design,Robotics,2
Microelectronics Design,Sensors and Instrumentation,1
Microelectronics Design,Software Engineering,1
Microelectronics Design,Theory of Computation,6
Microelectronics Design,Verification and Correctness,1
Microelectronics Design,Vision, Hearing and Other Senses,2
Microelectronics Device Technology,Microsystems,2
Microelectronics Device Technology,Optical Communications,1
Microelectronics Device Technology,Optical Devices and Subsystems,4
Microelectronics Device Technology,Optoelectronic Devices and Circuits,11
Microelectronics Device Technology,Particle Technology,1
Microelectronics Device Technology,Performance and Inspection of Mechanical Structures and Systems,2
Microelectronics Device Technology,Photonic Materials and Metamaterials,5
Microelectronics Device Technology,Plasmonics,1
Microelectronics Device Technology,Polymer Materials,1
Microelectronics Device Technology,Process Systems: Components and Integration,1
Microelectronics Device Technology,Quantum Fluids and Solids,1
Microelectronics Device Technology,Quantum Optics and Information,3
Microelectronics Device Technology,RF & Microwave Devices,4
Microelectronics Device Technology,Robotics,1
Microelectronics Device Technology,Sensors and Instrumentation,2
Microelectronics Device Technology,Spintronics,2
Microsystems,Optoelectronic Devices and Circuits,3
Microsystems,Particle Technology,1
Microsystems,Performance and Inspection of Mechanical Structures and Systems,3
Microsystems,Plasmonics,1
Microsystems,Polymer Materials,4
Microsystems,Process Systems: Components and Integration,6
Microsystems,Quantum Fluids and Solids,1
Microsystems,RF & MW Communications,1
Microsystems,Sensors and Instrumentation,5
Microsystems,Spintronics,1
Microsystems,Synthetic Biology,3
Mobile Computing,Software Engineering,2
Mobile Computing,Transportation Operations and Management,1
Mobile Computing,Verification and Correctness,1
Music and Acoustic Technology,Natural Language Processing,4
Music and Acoustic Technology,Vision, Hearing and Other Senses,2
Natural Language Processing,Programming Languages and Compilers,3
Natural Language Processing,Software Engineering,3
Natural Language Processing,Speech Technology,3
Natural Language Processing,Statistics and Applied Probability,1
Non CMOS Device Technology,Optical Devices and Subsystems,1
Non CMOS Device Technology,Optoelectronic Devices and Circuits,2
Non CMOS Device Technology,Photonic Materials and Metamaterials,3
Non CMOS Device Technology,Quantum Optics and Information,1
Non CMOS Device Technology,RF & Microwave Devices,2
Non CMOS Device Technology,Solar Technology,1
Non CMOS Device Technology,Spintronics,4
Non CMOS Device Technology,Synthetic Supramolecular Chemistry,2
Non-Linear Systems,Number Theory,8
Non-Linear Systems,Numerical Analysis,19
Non-Linear Systems,Operational Research,3
Non-Linear Systems,Performance and Inspection of Mechanical Structures and Systems,1
Non-Linear Systems,Photonic Materials and Metamaterials,1
Non-Linear Systems,Statistics and Applied Probability,18
Nuclear Fission,Optical Devices and Subsystems,1
Nuclear Fission,Optoelectronic Devices and Circuits,1
Nuclear Fission,Performance and Inspection of Mechanical Structures and Systems,3
Nuclear Fission,Photonic Materials and Metamaterials,2
Nuclear Fission,Sensors and Instrumentation,1
Nuclear Fission,Solar Technology,1
Nuclear Fission,Superconductivity,1
Nuclear Fission,Whole Energy Systems,3
Nuclear Fission,Wind Power,1
Number Theory,Numerical Analysis,9
Number Theory,Operational Research,3
Number Theory,Statistics and Applied Probability,6
Numerical Analysis,Operational Research,3
Numerical Analysis,Performance and Inspection of Mechanical Structures and Systems,3
Numerical Analysis,RF & Microwave Devices,1
Numerical Analysis,Statistics and Applied Probability,20
Operational Research,Pervasive and Ubiquitous Computing,1
Operational Research,Polymer Materials,1
Operational Research,Process Systems: Components and Integration,4
Operational Research,Robotics,1
Operational Research,Software Engineering,2
Operational Research,Statistics and Applied Probability,7
Operational Research,Theory of Computation,6
Operational Research,Transportation Operations and Management,4
Operational Research,Verification and Correctness,2
Optical Communications,Optical Devices and Subsystems,9
Optical Communications,Optoelectronic Devices and Circuits,10
Optical Communications,Quantum Devices, Components and Systems,1
Optical Communications,RF & Microwave Devices,4
Optical Communications,RF & MW Communications,5
Optical Communications,Sensors and Instrumentation,1
Optical Communications,Solar Technology,1
Optical Devices and Subsystems,Optoelectronic Devices and Circuits,13
Optical Devices and Subsystems,Particle Technology,1
Optical Devices and Subsystems,Performance and Inspection of Mechanical Structures and Systems,1
Optical Devices and Subsystems,Photonic Materials and Metamaterials,8
Optical Devices and Subsystems,Plasma and Lasers,3
Optical Devices and Subsystems,Process Systems: Components and Integration,1
Optical Devices and Subsystems,Quantum Devices, Components and Systems,3
Optical Devices and Subsystems,Quantum Optics and Information,2
Optical Devices and Subsystems,RF & Microwave Devices,2
Optical Devices and Subsystems,RF & MW Communications,1
Optical Devices and Subsystems,Robotics,1
Optical Devices and Subsystems,Sensors and Instrumentation,2
Optical Devices and Subsystems,Solar Technology,1
Optical Devices and Subsystems,Superconductivity,2
Optical Devices and Subsystems,Theory of Computation,1
Optoelectronic Devices and Circuits,Photonic Materials and Metamaterials,15
Optoelectronic Devices and Circuits,Plasmonics,1
Optoelectronic Devices and Circuits,Polymer Materials,1
Optoelectronic Devices and Circuits,Process Systems: Components and Integration,2
Optoelectronic Devices and Circuits,Quantum Devices, Components and Systems,2
Optoelectronic Devices and Circuits,Quantum Fluids and Solids,1
Optoelectronic Devices and Circuits,Quantum Optics and Information,4
Optoelectronic Devices and Circuits,RF & Microwave Devices,1
Optoelectronic Devices and Circuits,RF & MW Communications,1
Optoelectronic Devices and Circuits,Sensors and Instrumentation,2
Optoelectronic Devices and Circuits,Solar Technology,6
Optoelectronic Devices and Circuits,Spintronics,2
Optoelectronic Devices and Circuits,Superconductivity,1
Optoelectronic Devices and Circuits,Theory of Computation,1
Particle Technology,Performance and Inspection of Mechanical Structures and Systems,1
Particle Technology,Polymer Materials,3
Particle Technology,Process Systems: Components and Integration,9
Particle Technology,Robotics,1
Particle Technology,Sensors and Instrumentation,1
Particle Technology,Surface Science,1
Performance and Inspection of Mechanical Structures and Systems,Photonic Materials and Metamaterials,2
Performance and Inspection of Mechanical Structures and Systems,Plasma and Lasers,2
Performance and Inspection of Mechanical Structures and Systems,Polymer Materials,1
Performance and Inspection of Mechanical Structures and Systems,Process Systems: Components and Integration,1
Performance and Inspection of Mechanical Structures and Systems,Robotics,2
Performance and Inspection of Mechanical Structures and Systems,Sensors and Instrumentation,5
Performance and Inspection of Mechanical Structures and Systems,Statistics and Applied Probability,1
Performance and Inspection of Mechanical Structures and Systems,Structural Engineering,3
Performance and Inspection of Mechanical Structures and Systems,Surface Science,1
Pervasive and Ubiquitous Computing,Process Systems: Components and Integration,1
Pervasive and Ubiquitous Computing,Programming Languages and Compilers,2
Pervasive and Ubiquitous Computing,RF & MW Communications,3
Pervasive and Ubiquitous Computing,Sensors and Instrumentation,2
Pervasive and Ubiquitous Computing,Software Engineering,4
Pervasive and Ubiquitous Computing,Theory of Computation,3
Pervasive and Ubiquitous Computing,Verification and Correctness,7
Pervasive and Ubiquitous Computing,Whole Energy Systems,1
Photonic Materials and Metamaterials,Plasma and Lasers,1
Photonic Materials and Metamaterials,Plasmonics,3
Photonic Materials and Metamaterials,Polymer Materials,15
Photonic Materials and Metamaterials,Quantum Devices, Components and Systems,5
Photonic Materials and Metamaterials,Quantum Optics and Information,4
Photonic Materials and Metamaterials,RF & Microwave Devices,1
Photonic Materials and Metamaterials,Sensors and Instrumentation,1
Photonic Materials and Metamaterials,Solar Technology,1
Photonic Materials and Metamaterials,Spintronics,3
Photonic Materials and Metamaterials,Superconductivity,5
Photonic Materials and Metamaterials,Synthetic Coordination Chemistry,3
Photonic Materials and Metamaterials,Synthetic Organic Chemistry,1
Photonic Materials and Metamaterials,Synthetic Supramolecular Chemistry,1
Plasma and Lasers,Plasmonics,1
Plasma and Lasers,Quantum Optics and Information,5
Plasma and Lasers,RF & Microwave Devices,2
Plasma and Lasers,Superconductivity,1
Plasmonics,Polymer Materials,1
Plasmonics,Sensors and Instrumentation,1
Plasmonics,Spintronics,1
Plasmonics,Surface Science,2
Plasmonics,Synthetic Supramolecular Chemistry,1
Polymer Materials,Process Systems: Components and Integration,8
Polymer Materials,RF & MW Communications,1
Polymer Materials,Spintronics,1
Polymer Materials,Superconductivity,3
Polymer Materials,Surface Science,7
Polymer Materials,Synthetic Biology,2
Polymer Materials,Synthetic Coordination Chemistry,2
Polymer Materials,Synthetic Organic Chemistry,4
Polymer Materials,Synthetic Supramolecular Chemistry,6
Polymer Materials,Water Engineering,1
Process Systems: Components and Integration,Resource Efficiency,3
Process Systems: Components and Integration,Robotics,1
Process Systems: Components and Integration,Sensors and Instrumentation,1
Process Systems: Components and Integration,Synthetic Biology,7
Process Systems: Components and Integration,Synthetic Coordination Chemistry,1
Process Systems: Components and Integration,Synthetic Organic Chemistry,6
Process Systems: Components and Integration,Synthetic Supramolecular Chemistry,1
Process Systems: Components and Integration,Water Engineering,2
Process Systems: Components and Integration,Wind Power,1
Programming Languages and Compilers,RF & MW Communications,1
Programming Languages and Compilers,Software Engineering,22
Programming Languages and Compilers,Surface Science,1
Programming Languages and Compilers,Theory of Computation,19
Programming Languages and Compilers,Verification and Correctness,37
Quantum Devices, Components and Systems,Quantum Fluids and Solids,1
Quantum Devices, Components and Systems,Quantum Optics and Information,8
Quantum Devices, Components and Systems,Superconductivity,1
Quantum Devices, Components and Systems,Theory of Computation,2
Quantum Fluids and Solids,Quantum Optics and Information,2
Quantum Fluids and Solids,Solar Technology,1
Quantum Fluids and Solids,Spintronics,1
Quantum Fluids and Solids,Superconductivity,2
Quantum Optics and Information,Spintronics,8
Quantum Optics and Information,Superconductivity,4
Quantum Optics and Information,Synthetic Coordination Chemistry,1
Quantum Optics and Information,Synthetic Supramolecular Chemistry,2
Quantum Optics and Information,Theory of Computation,4
Resource Efficiency,Spintronics,1
Resource Efficiency,Structural Engineering,2
Resource Efficiency,Sustainable Land Management,1
Resource Efficiency,Transportation Operations and Management,1
Resource Efficiency,Water Engineering,2
Resource Efficiency,Whole Energy Systems,1
RF & Microwave Devices,RF & MW Communications,13
RF & MW Communications,Software Engineering,1
RF & MW Communications,Spintronics,1
RF & MW Communications,Superconductivity,1
RF & MW Communications,Surface Science,1
RF & MW Communications,Theory of Computation,1
RF & MW Communications,Verification and Correctness,1
Robotics,Sensors and Instrumentation,10
Robotics,Software Engineering,1
Robotics,Synthetic Coordination Chemistry,1
Robotics,Verification and Correctness,6
Robotics,Vision, Hearing and Other Senses,3
Sensors and Instrumentation,Software Engineering,1
Sensors and Instrumentation,Solar Technology,1
Sensors and Instrumentation,Structural Engineering,3
Sensors and Instrumentation,Sustainable Land Management,1
Sensors and Instrumentation,Synthetic Coordination Chemistry,1
Sensors and Instrumentation,Synthetic Supramolecular Chemistry,2
Sensors and Instrumentation,Verification and Correctness,1
Sensors and Instrumentation,Vision, Hearing and Other Senses,1
Software Engineering,Statistics and Applied Probability,2
Software Engineering,Theory of Computation,10
Software Engineering,Transportation Operations and Management,3
Software Engineering,Verification and Correctness,30
Solar Technology,Spintronics,1
Solar Technology,Whole Energy Systems,1
Solar Technology,Wind Power,1
Spintronics,Structural Engineering,1
Spintronics,Superconductivity,6
Spintronics,Surface Science,1
Spintronics,Synthetic Supramolecular Chemistry,1
Statistics and Applied Probability,Theory of Computation,1
Statistics and Applied Probability,Transportation Operations and Management,1
Statistics and Applied Probability,Verification and Correctness,3
Statistics and Applied Probability,Water Engineering,1
Statistics and Applied Probability,Whole Energy Systems,1
Structural Engineering,Transportation Operations and Management,2
Structural Engineering,Water Engineering,1
Superconductivity,Surface Science,1
Superconductivity,Synthetic Coordination Chemistry,2
Superconductivity,Theory of Computation,1
Surface Science,Synthetic Coordination Chemistry,1
Surface Science,Synthetic Organic Chemistry,1
Surface Science,Synthetic Supramolecular Chemistry,4
Surface Science,Water Engineering,1
Sustainable Land Management,Transportation Operations and Management,4
Sustainable Land Management,Water Engineering,1
Sustainable Land Management,Whole Energy Systems,2
Synthetic Biology,Synthetic Organic Chemistry,1
Synthetic Biology,Verification and Correctness,1
Synthetic Biology,Water Engineering,3
Synthetic Coordination Chemistry,Synthetic Organic Chemistry,6
Synthetic Coordination Chemistry,Synthetic Supramolecular Chemistry,6
Synthetic Organic Chemistry,Synthetic Supramolecular Chemistry,5
Theory of Computation,Transportation Operations and Management,1
Theory of Computation,Verification and Correctness,33
Transportation Operations and Management,Verification and Correctness,1
Transportation Operations and Management,Water Engineering,1
Transportation Operations and Management,Whole Energy Systems,2
Water Engineering,Whole Energy Systems,2
Whole Energy Systems,Wind Power,1
