"acoustics","aerodynamics","4","£630,320.00"
"aerodynamics","building ops & management","2","£227,858.00"
"aerodynamics","combustion","2","£188,921.00"
"aerodynamics","fluid dynamics","4","£400,936.00"
"aerodynamics","intelligent measurement sys.","2","£369,405.00"
"aerodynamics","parallel computing","3","£421,251.00"
"algebra & geometry","continuum mechanics","3","£2,387,514.00"
"algebra & geometry","fundamentals of computing","3","£2,348,178.00"
"algebra & geometry","logic & combinatorics","4","£62,229.00"
"algebra & geometry","mathematical analysis","8","£4,729,570.00"
"algebra & geometry","mathematical physics","13","£2,724,169.00"
"algebra & geometry","non-linear systems mathematics","9","£4,777,275.00"
"algebra & geometry","theoretical biology","2","£2,309,825.00"
"analytical science","chemical synthetic methodology","2","£177,314.00"
"analytical science","electrochemical science & eng.","2","£292,621.00"
"analytical science","instrumentation eng. & dev.","10","£1,655,634.00"
"analytical science","materials characterisation","3","£297,604.00"
"analytical science","optoelect. devices & circuits","1","£7,863,900.00"
"analytical science","physical organic chemistry","1","£48,914.00"
"analytical science","separation processes","3","£241,951.00"
"artificial intelligence","design & testing technology","1","£79,754.00"
"artificial intelligence","fundamentals of computing","2","£198,449.00"
"artificial intelligence","image & vision computing","2","£307,396.00"
"artificial intelligence","information & knowledge mgmt","4","£546,502.00"
"artificial intelligence","robotics & autonomy","2","£51,857.00"
"artificial intelligence","software engineering","4","£343,187.00"
"assess/remediate contamination","instrumentation eng. & dev.","1","£49,710.00"
"asymmetric chemistry","biological & medicinal chem.","4","£359,062.00"
"asymmetric chemistry","catalysis & applied catalysis","7","£1,247,577.00"
"asymmetric chemistry","chemical synthetic methodology","6","£513,194.00"
"asymmetric chemistry","electrochemical science & eng.","1","£99,000.00"
"asymmetric chemistry","gas & solution phase reactions","2","£235,647.00"
"atoms & ions","chemical structure","6","£4,212,768.00"
"atoms & ions","condensed matter physics","1","£24,378.00"
"atoms & ions","gas & solution phase reactions","5","£3,115,095.00"
"atoms & ions","lasers & optics","9","£7,729,299.00"
"atoms & ions","oil & gas extraction","1","£135,201.00"
"atoms & ions","optical phenomena","3","£175,510.00"
"atoms & ions","quantum optics & information","5","£808,266.00"
"atoms & ions","surfaces & interfaces","2","£1,424,307.00"
"bioenergy","coal technology","2","£82,757.00"
"biological & medicinal chem.","catalysis & applied catalysis","3","£378,953.00"
"biological & medicinal chem.","chemical structure","9","£1,698,530.00"
"biological & medicinal chem.","chemical synthetic methodology","15","£4,372,887.00"
"biological & medicinal chem.","complex fluids & soft solids","1","£203,179.00"
"biological & medicinal chem.","design of process systems","2","£105,243.00"
"biological & medicinal chem.","electrochemical science & eng.","3","£360,522.00"
"biological & medicinal chem.","gas & solution phase reactions","4","£626,996.00"
"biological & medicinal chem.","instrumentation eng. & dev.","6","£1,372,661.00"
"biological & medicinal chem.","materials synthesis & growth","4","£446,989.00"
"biomaterials","instrumentation eng. & dev.","1","£114,667.00"
"biomaterials","materials characterisation","2","£104,391.00"
"biomaterials","tissue engineering","4","£4,205,876.00"
"bioprocess engineering","complex fluids & soft solids","1","£583,330.00"
"bioprocess engineering","materials characterisation","1","£309,846.00"
"building ops & management","civil engineering materials","5","£185,892.00"
"building ops & management","combustion","4","£473,257.00"
"building ops & management","construction ops & management","3","£1,094,089.00"
"building ops & management","design & testing technology","4","£239,615.00"
"building ops & management","energy efficiency","10","£1,057,866.00"
"building ops & management","intelligent & expert systems","2","£121,076.00"
"building ops & management","solar technology","4","£580,782.00"
"building ops & management","urban & land management","6","£1,502,395.00"
"catalysis & applied catalysis","chemical synthetic methodology","12","£1,203,405.00"
"catalysis & applied catalysis","combinatorial chemistry","1","£148,159.00"
"catalysis & applied catalysis","combustion","4","£318,619.00"
"catalysis & applied catalysis","design of process systems","2","£223,607.00"
"catalysis & applied catalysis","electrochemical science & eng.","3","£328,912.00"
"catalysis & applied catalysis","fuel cell technologies","3","£337,855.00"
"catalysis & applied catalysis","instrumentation eng. & dev.","1","£528,227.00"
"catalysis & applied catalysis","materials characterisation","8","£2,471,431.00"
"catalysis & applied catalysis","materials synthesis & growth","6","£610,013.00"
"catalysis & applied catalysis","oil & gas extraction","2","£349,809.00"
"catalysis & applied catalysis","physical organic chemistry","1","£26,274.00"
"catalysis & applied catalysis","reactor engineering","9","£1,173,905.00"
"catalysis & applied catalysis","separation processes","1","£114,608.00"
"catalysis & applied catalysis","surfaces & interfaces","13","£8,986,470.00"
"cells","complex fluids & soft solids","1","£583,330.00"
"cells","lasers & optics","1","£144,137.00"
"chemical structure","chemical synthetic methodology","10","£5,897,413.00"
"chemical structure","condensed matter physics","6","£2,163,450.00"
"chemical structure","electrochemical science & eng.","2","£261,522.00"
"chemical structure","gas & solution phase reactions","10","£4,334,429.00"
"chemical structure","instrumentation eng. & dev.","14","£4,753,675.00"
"chemical structure","materials characterisation","14","£3,669,188.00"
"chemical structure","physical organic chemistry","10","£1,403,079.00"
"chemical structure","surfaces & interfaces","5","£772,920.00"
"chemical synthetic methodology","co-ordination chemistry","6","£594,305.00"
"chemical synthetic methodology","gas & solution phase reactions","8","£1,157,017.00"
"chemical synthetic methodology","materials characterisation","6","£1,816,909.00"
"chemical synthetic methodology","materials synthesis & growth","10","£1,782,196.00"
"chemical synthetic methodology","separation processes","1","£196,602.00"
"civil engineering materials","construction ops & management","1","£14,360.00"
"civil engineering materials","design & testing technology","3","£81,128.00"
"civil engineering materials","eng. dynamics & tribology","2","£203,395.00"
"civil engineering materials","instrumentation eng. & dev.","1","£51,053.00"
"civil engineering materials","materials characterisation","18","£2,144,281.00"
"civil engineering materials","materials synthesis & growth","2","£130,314.00"
"civil engineering materials","materials testing & eng.","5","£432,572.00"
"civil engineering materials","oil & gas extraction","2","£132,251.00"
"civil engineering materials","optical devices & subsystems","3","£379,895.00"
"co-ordination chemistry","combustion","3","£1,028,050.00"
"co-ordination chemistry","physical organic chemistry","1","£26,274.00"
"coal technology","combustion","7","£676,366.00"
"coal technology","energy - conventional","2","£296,266.00"
"coastal & waterway engineering","fluid dynamics","1","£49,557.00"
"coastal & waterway engineering","oil & gas extraction","1","£62,625.00"
"cognitive science appl. in ict","information & knowledge mgmt","1","£10,059.00"
"cold atomic species","quantum optics & information","1","£364,720.00"
"combustion","design of process systems","1","£287,420.00"
"combustion","electrochemical science & eng.","2","£305,844.00"
"combustion","energy efficiency","6","£997,769.00"
"combustion","fuel cell technologies","1","£120,879.00"
"combustion","gas & solution phase reactions","2","£169,305.00"
"combustion","instrumentation eng. & dev.","3","£478,234.00"
"combustion","materials synthesis & growth","2","£214,924.00"
"combustion","non-linear systems mathematics","5","£205,186.00"
"combustion","plasmas - technological","1","£128,664.00"
"combustion","waste minimisation","2","£233,987.00"
"complex fluids & soft solids","condensed matter physics","8","£6,353,718.00"
"complex fluids & soft solids","electrochemical science & eng.","1","£69,383.00"
"complex fluids & soft solids","heat & mass transfer","1","£69,383.00"
"complex fluids & soft solids","instrumentation eng. & dev.","2","£326,664.00"
"complex fluids & soft solids","materials characterisation","12","£4,625,456.00"
"complex fluids & soft solids","materials processing","22","£2,150,387.00"
"complex fluids & soft solids","multiphase flow","4","£475,355.00"
"complex fluids & soft solids","rheology","15","£1,685,793.00"
"complex fluids & soft solids","separation processes","2","£293,334.00"
"complex fluids & soft solids","waste management","1","£143,956.00"
"computer graphics & visual.","networks & distributed systems","2","£312,828.00"
"condensed matter physics","design & testing technology","1","£386,514.00"
"condensed matter physics","electronic devices & subsys.","4","£15,817,855.00"
"condensed matter physics","instrumentation eng. & dev.","16","£6,425,038.00"
"condensed matter physics","magnetism/magnetic phenomena","2","£101,566.00"
"condensed matter physics","materials characterisation","38","£46,794,612.00"
"condensed matter physics","materials processing","10","£35,131,969.00"
"condensed matter physics","materials synthesis & growth","18","£38,569,284.00"
"condensed matter physics","optoelect. devices & circuits","7","£19,152,447.00"
"condensed matter physics","quantum fluids & solids","5","£1,110,608.00"
"condensed matter physics","surfaces & interfaces","2","£607,058.00"
"construction ops & management","information & knowledge mgmt","2","£264,829.00"
"construction ops & management","manufact. business strategy","3","£299,435.00"
"construction ops & management","pavement engineering","3","£382,251.00"
"construction ops & management","urban & land management","1","£952,697.00"
"continuum mechanics","fluid dynamics","3","£226,218.00"
"continuum mechanics","instrumentation eng. & dev.","1","£176,276.00"
"continuum mechanics","manufacturing machine & plant","1","£66,576.00"
"continuum mechanics","materials characterisation","2","£73,985.00"
"continuum mechanics","materials processing","4","£434,505.00"
"continuum mechanics","mathematical physics","2","£2,309,825.00"
"continuum mechanics","multiphase flow","6","£348,689.00"
"continuum mechanics","non-linear systems mathematics","8","£2,470,779.00"
"continuum mechanics","numerical analysis","7","£612,811.00"
"continuum mechanics","theoretical biology","3","£2,360,294.00"
"control engineering","digital signal processing","3","£745,306.00"
"control engineering","energy efficiency","2","£129,644.00"
"control engineering","information & knowledge mgmt","1","£53,502.00"
"control engineering","intelligent & expert systems","4","£310,530.00"
"control engineering","mech. & fluid power transmiss.","1","£181,246.00"
"control engineering","transport ops & management","1","£76,051.00"
"control engineering","underwater engineering","2","£227,613.00"
"design & testing technology","design engineering","10","£12,876,365.00"
"design & testing technology","design processes","12","£11,487,933.00"
"design & testing technology","manufacturing machine & plant","6","£7,996,491.00"
"design & testing technology","materials characterisation","4","£644,923.00"
"design & testing technology","materials processing","5","£1,314,542.00"
"design & testing technology","networks & distributed systems","2","£316,754.00"
"design & testing technology","parallel computing","2","£316,754.00"
"design & testing technology","software engineering","3","£467,987.00"
"design engineering","design processes","8","£10,508,136.00"
"design engineering","energy efficiency","1","£235,410.00"
"design engineering","eng. dynamics & tribology","2","£265,825.00"
"design engineering","human-computer interactions","5","£454,615.00"
"design engineering","instrumentation eng. & dev.","8","£1,059,506.00"
"design engineering","manufact. business strategy","3","£283,005.00"
"design engineering","manufacturing machine & plant","5","£5,183,971.00"
"design engineering","materials processing","3","£1,268,996.00"
"design engineering","materials testing & eng.","7","£1,178,262.00"
"design engineering","software engineering","2","£334,754.00"
"design of process systems","electrochemical science & eng.","1","£69,383.00"
"design of process systems","energy efficiency","2","£83,247.00"
"design of process systems","fluid dynamics","4","£699,664.00"
"design of process systems","heat & mass transfer","5","£769,047.00"
"design of process systems","materials synthesis & growth","2","£105,243.00"
"design of process systems","multiphase flow","3","£810,973.00"
"design of process systems","particle technology","4","£918,280.00"
"design of process systems","reactor engineering","2","£282,239.00"
"design processes","information & knowledge mgmt","5","£951,445.00"
"design processes","manufacturing machine & plant","2","£3,558,303.00"
"design processes","software engineering","4","£795,781.00"
"development (biosciences)","modelling & simul. of it sys.","1","£51,943.00"
"development (biosciences)","numerical analysis","1","£52,668.00"
"development (biosciences)","theoretical biology","1","£51,943.00"
"digital signal processing","electric motor & drive systems","2","£507,891.00"
"digital signal processing","human-computer interactions","2","£136,764.00"
"digital signal processing","mobile computing","1","£1,500,000.00"
"digital signal processing","networks & distributed systems","7","£3,590,598.00"
"digital signal processing","rf & microwave technology","4","£1,852,161.00"
"digital signal processing","underwater engineering","2","£311,559.00"
"displays","materials processing","3","£215,530.00"
"displays","optoelect. devices & circuits","3","£335,789.00"
"electric motor & drive systems","energy storage","5","£589,276.00"
"electric motor & drive systems","mech. & fluid power transmiss.","3","£243,319.00"
"electric motor & drive systems","underwater engineering","2","£191,844.00"
"electrochemical science & eng.","energy efficiency","1","£60,008.00"
"electrochemical science & eng.","energy storage","8","£1,410,293.00"
"electrochemical science & eng.","fuel cell technologies","11","£1,083,328.00"
"electrochemical science & eng.","gas & solution phase reactions","4","£477,740.00"
"electrochemical science & eng.","materials characterisation","5","£712,448.00"
"electrochemical science & eng.","materials processing","4","£496,867.00"
"electrochemical science & eng.","particle technology","3","£409,274.00"
"electrochemical science & eng.","rheology","1","£69,383.00"
"electrochemical science & eng.","solar technology","1","£63,039.00"
"electrochemical science & eng.","surfaces & interfaces","2","£299,156.00"
"electromagnetics","multiphase flow","2","£165,680.00"
"electromagnetics","numerical analysis","2","£165,680.00"
"electronic devices & subsys.","energy efficiency","4","£1,378,557.00"
"electronic devices & subsys.","instrumentation eng. & dev.","8","£10,629,050.00"
"electronic devices & subsys.","materials characterisation","8","£22,961,041.00"
"electronic devices & subsys.","materials processing","12","£42,839,800.00"
"electronic devices & subsys.","materials synthesis & growth","14","£24,756,440.00"
"electronic devices & subsys.","optoelect. devices & circuits","11","£33,584,965.00"
"electronic devices & subsys.","power electronics","4","£641,335.00"
"electronic devices & subsys.","rf & microwave technology","6","£7,788,813.00"
"electronic devices & subsys.","system on chip","6","£1,045,381.00"
"energy efficiency","eng. dynamics & tribology","2","£268,180.00"
"energy efficiency","fluid dynamics","4","£306,052.00"
"energy efficiency","heat & mass transfer","3","£394,618.00"
"energy efficiency","instrumentation eng. & dev.","2","£125,846.00"
"energy efficiency","manufacturing machine & plant","1","£165,687.00"
"energy efficiency","materials characterisation","2","£317,402.00"
"energy efficiency","materials testing & eng.","2","£272,495.00"
"energy efficiency","multiphase flow","4","£214,578.00"
"energy efficiency","optical devices & subsystems","1","£108,013.00"
"energy efficiency","optoelect. devices & circuits","2","£250,140.00"
"energy efficiency","particle technology","1","£42,573.00"
"energy efficiency","power sys man, prot & control","1","£118,528.00"
"energy efficiency","rf & microwave technology","2","£163,468.00"
"energy efficiency","solar technology","4","£486,277.00"
"energy efficiency","transport ops & management","3","£273,624.00"
"energy efficiency","urban & land management","12","£1,281,510.00"
"energy efficiency","waste minimisation","4","£561,483.00"
"energy storage","instrumentation eng. & dev.","1","£50,072.00"
"energy storage","materials characterisation","4","£518,847.00"
"energy storage","materials synthesis & growth","1","£153,314.00"
"energy storage","power sys man, prot & control","2","£442,129.00"
"eng. dynamics & tribology","fluid dynamics","1","£107,832.00"
"eng. dynamics & tribology","manufact. enterprise ops& mgmt","3","£1,237,811.00"
"eng. dynamics & tribology","materials characterisation","8","£1,141,934.00"
"eng. dynamics & tribology","materials testing & eng.","19","£3,528,412.00"
"eng. dynamics & tribology","oil & gas extraction","9","£862,856.00"
"eng. dynamics & tribology","transport ops & management","1","£186,840.00"
"eng. dynamics & tribology","underwater engineering","3","£376,878.00"
"fluid dynamics","heat & mass transfer","9","£1,160,568.00"
"fluid dynamics","instrumentation eng. & dev.","4","£1,519,347.00"
"fluid dynamics","lasers & optics","1","£315,753.00"
"fluid dynamics","multiphase flow","33","£3,480,729.00"
"fluid dynamics","particle technology","5","£561,087.00"
"fluid dynamics","separation processes","3","£339,231.00"
"fuel cell technologies","materials characterisation","2","£737,221.00"
"fuel cell technologies","materials processing","4","£296,203.00"
"fuel cell technologies","materials synthesis & growth","5","£508,859.00"
"fundamentals of computing","information & knowledge mgmt","2","£22,670.00"
"fundamentals of computing","mathematical analysis","2","£2,309,825.00"
"fundamentals of computing","networks & distributed systems","2","£65,353.00"
"fundamentals of computing","non-linear systems mathematics","2","£2,309,825.00"
"fundamentals of computing","software engineering","4","£496,641.00"
"fundamentals of computing","theoretical biology","2","£2,309,825.00"
"gas & solution phase reactions","instrumentation eng. & dev.","4","£860,238.00"
"gas & solution phase reactions","materials characterisation","3","£653,709.00"
"gas & solution phase reactions","multiphase flow","1","£111,064.00"
"gas & solution phase reactions","physical organic chemistry","2","£984,928.00"
"gas & solution phase reactions","surfaces & interfaces","1","£114,362.00"
"ground engineering","oil & gas extraction","7","£869,116.00"
"heat & mass transfer","intelligent measurement sys.","1","£129,844.00"
"heat & mass transfer","materials characterisation","1","£182,401.00"
"heat & mass transfer","oil & gas extraction","1","£76,411.00"
"heat & mass transfer","particle technology","3","£177,051.00"
"heat & mass transfer","safety & reliability of plant","1","£112,131.00"
"human communication in ict","human-computer interactions","3","£395,305.00"
"human communication in ict","image & vision computing","2","£348,438.00"
"human communication in ict","multimedia","1","£168,179.00"
"human-computer interactions","image & vision computing","3","£397,688.00"
"human-computer interactions","instrumentation eng. & dev.","5","£454,615.00"
"human-computer interactions","multimedia","8","£1,492,984.00"
"human-computer interactions","networks & distributed systems","9","£1,223,210.00"
"image & vision computing","instrumentation eng. & dev.","2","£418,814.00"
"image & vision computing","intelligent & expert systems","3","£406,500.00"
"image & vision computing","modelling & simul. of it sys.","1","£51,943.00"
"image & vision computing","robotics & autonomy","1","£104,794.00"
"image & vision computing","tools for the biosciences","1","£131,372.00"
"image & vision computing","transport ops & management","3","£236,831.00"
"image & vision computing","urban & land management","2","£31,836.00"
"information & knowledge mgmt","manufact. enterprise ops& mgmt","2","£471,473.00"
"information & knowledge mgmt","multimedia","5","£697,738.00"
"information & knowledge mgmt","networks & distributed systems","5","£721,098.00"
"information & knowledge mgmt","software engineering","7","£1,241,621.00"
"instrumentation eng. & dev.","intelligent measurement sys.","11","£2,382,740.00"
"instrumentation eng. & dev.","lasers & optics","8","£3,653,074.00"
"instrumentation eng. & dev.","materials characterisation","16","£4,353,547.00"
"instrumentation eng. & dev.","materials processing","8","£10,994,459.00"
"instrumentation eng. & dev.","multiphase flow","4","£703,901.00"
"instrumentation eng. & dev.","nuclear structure","3","£944,519.00"
"instrumentation eng. & dev.","optical devices & subsystems","3","£376,132.00"
"instrumentation eng. & dev.","particle technology","1","£256,362.00"
"instrumentation eng. & dev.","plasmas - technological","2","£291,187.00"
"instrumentation eng. & dev.","quantum fluids & solids","1","£545,597.00"
"instrumentation eng. & dev.","separation processes","1","£4,350.00"
"instrumentation eng. & dev.","surfaces & interfaces","15","£5,396,822.00"
"instrumentation eng. & dev.","underwater engineering","4","£428,914.00"
"intelligent & expert systems","intelligent measurement sys.","2","£218,257.00"
"intelligent & expert systems","safety & reliability of plant","1","£75,246.00"
"intelligent & expert systems","transport ops & management","4","£1,510,289.00"
"intelligent measurement sys.","plasmas - technological","2","£244,905.00"
"lasers & optics","manufacturing machine & plant","2","£212,766.00"
"lasers & optics","materials characterisation","8","£2,309,854.00"
"lasers & optics","materials synthesis & growth","2","£2,083,924.00"
"lasers & optics","optoelect. devices & circuits","5","£3,674,461.00"
"lasers & optics","plasmas - laser & fusion","5","£5,294,847.00"
"lasers & optics","surfaces & interfaces","3","£1,374,194.00"
"logic & combinatorics","mathematical aspects of or","1","£24,000.00"
"logic & combinatorics","non-linear systems mathematics","3","£51,954.00"
"magnetism/magnetic phenomena","materials characterisation","26","£4,506,769.00"
"magnetism/magnetic phenomena","materials processing","6","£641,376.00"
"magnetism/magnetic phenomena","materials synthesis & growth","6","£649,431.00"
"manufact. business strategy","manufact. enterprise ops& mgmt","6","£1,148,541.00"
"manufact. enterprise ops& mgmt","manufacturing machine & plant","2","£1,258,528.00"
"manufact. enterprise ops& mgmt","materials testing & eng.","3","£1,237,811.00"
"manufact. enterprise ops& mgmt","software engineering","1","£104,583.00"
"manufacturing machine & plant","materials processing","2","£400,371.00"
"manufacturing machine & plant","materials testing & eng.","5","£1,325,907.00"
"materials characterisation","materials processing","79","£76,106,498.00"
"materials characterisation","materials synthesis & growth","105","£75,793,187.00"
"materials characterisation","materials testing & eng.","10","£1,595,326.00"
"materials characterisation","optical devices & subsystems","3","£379,895.00"
"materials characterisation","optoelect. devices & circuits","20","£26,427,018.00"
"materials characterisation","plasmas - technological","4","£670,111.00"
"materials characterisation","rf & microwave technology","3","£294,159.00"
"materials characterisation","rheology","2","£235,958.00"
"materials characterisation","solar technology","16","£1,669,019.00"
"materials characterisation","surfaces & interfaces","24","£16,525,798.00"
"materials processing","materials synthesis & growth","44","£72,732,561.00"
"materials processing","materials testing & eng.","7","£2,084,672.00"
"materials processing","optical devices & subsystems","1","£70,309.00"
"materials processing","optoelect. devices & circuits","22","£54,826,992.00"
"materials processing","particle technology","4","£1,017,652.00"
"materials processing","rf & microwave technology","3","£2,506,667.00"
"materials processing","rheology","5","£533,331.00"
"materials processing","solar technology","13","£1,387,155.00"
"materials processing","vlsi design","1","£8,400,685.00"
"materials synthesis & growth","optical communications","2","£876,768.00"
"materials synthesis & growth","optoelect. devices & circuits","12","£31,559,362.00"
"materials synthesis & growth","solar technology","9","£1,172,251.00"
"materials synthesis & growth","surfaces & interfaces","3","£11,243,140.00"
"materials synthesis & growth","transport ops & management","3","£156,459.00"
"materials testing & eng.","oil & gas extraction","3","£614,723.00"
"mathematical analysis","mathematical aspects of or","2","£2,263,562.00"
"mathematical analysis","mathematical physics","8","£2,376,631.00"
"mathematical analysis","non-linear systems mathematics","10","£4,881,491.00"
"mathematical analysis","numerical analysis","5","£177,156.00"
"mathematical aspects of or","non-linear systems mathematics","3","£2,287,562.00"
"mathematical aspects of or","software engineering","3","£477,187.00"
"mathematical physics","non-linear systems mathematics","4","£2,373,903.00"
"mech. & fluid power transmiss.","safety & reliability of plant","1","£141,660.00"
"medical science & disease","numerical analysis","1","£50,469.00"
"medical science & disease","statistics & appl. probability","3","£204,395.00"
"medical science & disease","tissue engineering","1","£52,181.00"
"microsystems","system on chip","1","£51,411.00"
"microsystems","vlsi design","2","£246,639.00"
"mining & minerals extraction","separation processes","2","£222,697.00"
"mobile computing","networks & distributed systems","1","£1,500,000.00"
"modelling & simul. of it sys.","theoretical biology","1","£51,943.00"
"multimedia","networks & distributed systems","17","£2,205,769.00"
"multiphase flow","numerical analysis","4","£409,997.00"
"multiphase flow","oil & gas extraction","11","£1,371,283.00"
"multiphase flow","particle technology","10","£1,977,882.00"
"multiphase flow","separation processes","2","£197,393.00"
"networks & distributed systems","optical communications","6","£779,285.00"
"networks & distributed systems","rf & microwave technology","4","£2,089,778.00"
"networks & distributed systems","software engineering","4","£622,402.00"
"non-linear systems mathematics","numerical analysis","8","£774,471.00"
"non-linear systems mathematics","parallel computing","1","£375,803.00"
"non-linear systems mathematics","population ecology","1","£52,668.00"
"non-linear systems mathematics","theoretical biology","3","£2,360,294.00"
"numerical analysis","parallel computing","2","£513,695.00"
"numerical analysis","theoretical biology","1","£50,469.00"
"oil & gas extraction","underwater engineering","2","£283,751.00"
"oil & gas extraction","water engineering","1","£133,293.00"
"optical communications","optical devices & subsystems","11","£2,788,213.00"
"optical communications","optoelect. devices & circuits","23","£9,886,111.00"
"optical communications","rf & microwave technology","5","£593,109.00"
"optical communications","system on chip","4","£1,594,156.00"
"optical devices & subsystems","optoelect. devices & circuits","13","£8,279,973.00"
"optoelect. devices & circuits","solar technology","12","£930,456.00"
"optoelect. devices & circuits","system on chip","3","£1,550,193.00"
"parallel computing","software engineering","9","£2,324,898.00"
"parallel computing","system on chip","9","£1,295,160.00"
"particle technology","rheology","6","£593,450.00"
"plasmas - laser & fusion","scattering & spectroscopy","3","£1,609,462.00"
"power electronics","power sys man, prot & control","1","£345,303.00"
"power electronics","power systems plant","2","£553,516.00"
"power electronics","system on chip","3","£497,196.00"
"power sys man, prot & control","tissue engineering","1","£52,181.00"
"reactor engineering","separation processes","2","£64,634.00"
"reactor engineering","water engineering","1","£68,218.00"
"robotics & autonomy","underwater engineering","3","£256,736.00"
"separation processes","surfaces & interfaces","2","£222,697.00"
"separation processes","waste minimisation","4","£570,481.00"
"separation processes","water engineering","7","£1,046,941.00"
"solar technology","sustainable energy networks","4","£505,989.00"
"system on chip","vlsi design","5","£699,157.00"
"transport ops & management","urban & land management","9","£691,614.00"
"waste management","waste minimisation","4","£584,936.00"
"waste management","water engineering","5","£167,112.00"
